filename,filepath,tsne_dim1,tsne_dim2
xtal_19.cif,./Al13Sc3N16/7/xtal_19.cif,-19.733799,-69.52958
xtal_22.cif,./Al13Sc3N16/7/xtal_22.cif,17.656282,-30.299564
xtal_28.cif,./Al13Sc3N16/7/xtal_28.cif,72.39402,-25.331348
xtal_29.cif,./Al13Sc3N16/7/xtal_29.cif,0.18296519,-75.52901
xtal_3.cif,./Al13Sc3N16/7/xtal_3.cif,60.774803,13.548551
xtal_30.cif,./Al13Sc3N16/7/xtal_30.cif,63.374516,17.319242
xtal_32.cif,./Al13Sc3N16/7/xtal_32.cif,-88.818344,-54.75791
xtal_34.cif,./Al13Sc3N16/7/xtal_34.cif,89.67856,-3.049791
xtal_36.cif,./Al13Sc3N16/7/xtal_36.cif,47.065365,-29.706072
xtal_37.cif,./Al13Sc3N16/7/xtal_37.cif,8.446755,-44.802082
xtal_38.cif,./Al13Sc3N16/7/xtal_38.cif,67.03868,34.872868
xtal_4.cif,./Al13Sc3N16/7/xtal_4.cif,36.088127,-4.7444296
xtal_41.cif,./Al13Sc3N16/7/xtal_41.cif,70.52659,-5.772891
xtal_42.cif,./Al13Sc3N16/7/xtal_42.cif,-19.278656,-63.342003
xtal_44.cif,./Al13Sc3N16/7/xtal_44.cif,7.441001,-41.526737
xtal_47.cif,./Al13Sc3N16/7/xtal_47.cif,-96.45108,-44.79486
xtal_49.cif,./Al13Sc3N16/7/xtal_49.cif,68.80026,19.667902
xtal_5.cif,./Al13Sc3N16/7/xtal_5.cif,-103.03163,-26.545393
xtal_54.cif,./Al13Sc3N16/7/xtal_54.cif,41.765533,6.609855
xtal_58.cif,./Al13Sc3N16/7/xtal_58.cif,75.7683,23.964922
xtal_59.cif,./Al13Sc3N16/7/xtal_59.cif,43.68043,-15.68472
xtal_60.cif,./Al13Sc3N16/7/xtal_60.cif,-30.252663,-76.96177
xtal_62.cif,./Al13Sc3N16/7/xtal_62.cif,69.58315,56.085434
xtal_63.cif,./Al13Sc3N16/7/xtal_63.cif,-4.8429527,-76.20844
xtal_64.cif,./Al13Sc3N16/7/xtal_64.cif,-88.749306,-57.668736
xtal_65.cif,./Al13Sc3N16/7/xtal_65.cif,-60.22345,-79.47658
xtal_67.cif,./Al13Sc3N16/7/xtal_67.cif,21.09406,-53.32659
xtal_68.cif,./Al13Sc3N16/7/xtal_68.cif,-107.643486,-10.326443
xtal_7.cif,./Al13Sc3N16/7/xtal_7.cif,61.413673,21.058874
xtal_72.cif,./Al13Sc3N16/7/xtal_72.cif,64.60536,-2.271998
xtal_74.cif,./Al13Sc3N16/7/xtal_74.cif,20.760178,-33.18222
xtal_75.cif,./Al13Sc3N16/7/xtal_75.cif,-2.0406353,-64.80843
